date,channel,campaign,impressions,clicks,spend
2025-07-14,Meta Ads,Retargeting - Carousel,310,14,11.42
2025-01-10,Google Search,Brand - Search,269,10,5.61
2025-03-02,Affiliate,Affiliate - Cashback Sites,77,3,0.68
2025-01-21,Meta Ads,Prospecting - Static,365,17,9.06
2026-06-13,Google Shopping,Shopping - Bestsellers,84,4,£1.79
2025-08-04,Google Search,Non-Brand - Generic,357,13,7.11
2025-04-04,Google Search,Non-Brand - Competitor,116,6,3.36
2026-05-16,Affiliate,Affiliate - Cashback Sites,196,10,2.36
2026-04-08,Meta Ads,Prospecting - Video,217,8,7.0
2025-12-07,Google Shopping,Shopping - New Launches,378,12,4.78
2025-07-07,affiliate,Affiliate - Beauty Bloggers,31,1,0.23
2025-09-17,Google_Shopping,Shopping - Bestsellers,257,13,£5.44
2025-11-05,Meta Ads,Prospecting - Static,857,28,20.13
2025-08-08,affiliate,Affiliate - Cashback Sites,117,6,1.47
2026-04-11,FB/IG Ads,Retargeting - Carousel,1069,34,32.46
2025-04-30,Google Search,Brand - Search,661,25,12.33
2025-02-26,Google Shopping,Shopping - New Launches,158,8,3.28
2025-06-08,Google  Search,Non-Brand - Generic,229,8,4.42
2025-02-24,Google Search,Non-Brand - Competitor,414,15,8.36
2025-09-21,Google_Shopping,Shopping - New Launches,214,7,3.08
2026-04-16,Affiliate,Affiliate - Beauty Bloggers,77,4,0.89
2025-02-15,Google_Search,Non-Brand - Generic,21,1,0.56
2025-06-09,Meta Ads,Prospecting - Static,409,14,9.44
2025-01-12,google search,Non-Brand - Generic,212,8,4.29
2026-01-10,Meta Ads,Retargeting - Carousel,354,16,13.41
2025-03-08,Google Search,Brand - Search,442,15,7.89
2025-09-30,Google Search,Brand - Search,429,23,12.07
2026-06-22,Facebook/Instagram Ads,Retargeting - Carousel,1178,38,34.39
2025-11-06,Meta Ads,Retargeting - Carousel,787,38,32.41
2026-06-25,Google Shopping,Shopping - New Launches,651,21,8.99
2025-08-01,Meta Ads,Prospecting - Static,254,13,8.57
2025-01-24,Meta Ads,Retargeting - Carousel,328,11,5.84
2025-03-25,Google Search,Non-Brand - Generic,273,15,8.55
2026-06-04,Affiliate,Affiliate - Beauty Bloggers,0,0,0.0
2025-04-04,meta ads,Prospecting - Static,382,14,9.21
2025-12-22,Google Shopping,Shopping - Bestsellers,379,13,5.38
2025-04-13,Google Search,Non-Brand - Generic,294,11,£6.32
2025-06-21,Google Shopping,Shopping - New Launches,374,12,5.1
2025-04-15,meta ads,Prospecting - Video,288,13,£7.96
2025-12-20,google shopping,Shopping - Bestsellers,351,14,5.98
2025-02-06,Google Search,Non-Brand - Competitor,376,12,6.93
2026-01-29,Meta Ads,Prospecting - Video,415,16,13.15
2025-09-04,Meta Ads,Prospecting - Video,584,26,£20.16
2025-01-04,meta ads,Retargeting - Carousel,268,13,7.04
2025-05-13,Google Search,Brand - Search,578,23,12.38
2025-04-08,Affiliate,Affiliate - Cashback Sites,202,9,1.99
2025-08-02,Google Shopping,Shopping - Bestsellers,521,17,7.06
2025-07-20,Google Shopping,Shopping - New Launches,42,2,0.85
2026-05-02,Affiliate ,Affiliate - Cashback Sites,138,5,£1.04
2026-06-16,meta ads,Prospecting - Video,700,32,£28.22
2025-04-07,AFFILIATE,Affiliate - Beauty Bloggers,48,2,0.47
2025-07-28,Affiliate,Affiliate - Cashback Sites,141,5,£1.02
2025-02-17,meta ads,Prospecting - Video,434,15,8.64
2026-02-28,Meta Ads,Prospecting - Video,521,25,20.38
2025-04-02,Google Search,Non-Brand - Generic,185,7,3.98
2025-10-17,Affiliate,Affiliate - Beauty Bloggers,123,4,0.85
2025-03-03,google shopping,Shopping - New Launches,384,15,£6.05
2025-08-09,Google_Shopping,Shopping - New Launches,368,13,5.77
2025-03-10,Meta Ads,Retargeting - Carousel,641,32,18.13
2025-02-06,Affiliate,Affiliate - Cashback Sites,59,2,0.41
2025-10-10,google shopping,Shopping - Bestsellers,543,19,8.07
2025-03-15,meta ads,Retargeting - Carousel,462,15,8.92
2025-03-23,Google Search,Non-Brand - Generic,252,8,4.19
2025-07-12,Meta Ads,Prospecting - Video,313,17,11.8
2026-03-05,Affiliate,Affiliate - Beauty Bloggers,164,6,1.36
2025-08-14,Google Search,Non-Brand - Competitor,338,17,8.87
2026-05-16,Google Search,Brand - Search,276,15,9.01
2026-05-29,Google Shopping,Shopping - Bestsellers,170,9,3.75
2025-09-01,Meta Ads,Prospecting - Video,495,27,18.33
2025-01-26,Affiliate,Affiliate - Beauty Bloggers,81,3,0.66
2026-04-26,Google Shopping,Shopping - Bestsellers,154,6,2.44
2026-01-03,FB/IG Ads,Prospecting - Video,554,18,15.3
2025-01-11,Google Shopping,Shopping - New Launches,141,7,3.0
2025-12-13,Meta_Ads,Retargeting - Carousel,544,27,20.64
2025-04-05,Google Shopping,Shopping - Bestsellers,246,9,3.57
2025-11-16,FB/IG Ads,Retargeting - Carousel,641,33,£24.85
2026-05-17,Google  Search,Non-Brand - Generic,527,20,11.46
2025-02-21,Google Shopping,Shopping - New Launches,349,11,4.58
2025-09-25,Google Search,Non-Brand - Competitor,317,13,£6.80
2026-06-03,AFFILIATE,Affiliate - Beauty Bloggers,58,3,0.65
2026-01-01,Google Shopping,Shopping - New Launches,226,9,£3.63
2025-02-21,Google Search,Brand - Search,191,7,3.75
2026-05-11,Meta Ads,Prospecting - Video,546,30,30.26
2025-07-05,Google Search,Non-Brand - Generic,200,11,6.2
2025-09-16,Google  Search,Non-Brand - Generic,191,8,£4.05
2026-06-15,Google Shopping,Shopping - New Launches,287,15,6.12
2025-12-23,Google Search,Non-Brand - Competitor,415,20,11.24
2026-03-08,Google Shopping,Shopping - Bestsellers,330,12,5.23
